Date,High,Low,Close,Volume,Price,Change In Price,Divergence Factor 1,Divergence Factor 2,Divergence Factor 3,Divergence Factor 4,Divergence Factor 1 Rank,Divergence Factor 2 Rank,Divergence Factor 3 Rank,Divergence Factor 4 Rank,DF Avg Rank,% Rank of DF Avgs,RSI,MACD,WPCTR,CCI,CCI Percentile,PNL Percentile,pdi,mdi,adx
2019-03-22 17:00:00+00:00,115.81700000000001,115.645,115.785,936,115.785,0.0006393199236315303,-0.07802781684638227,-0.25502781684638226,-0.010670116259162298,0.8532325581395348,0.6,0.2,0.0,0.8,0.4,0.7,87.2084273890141,0.2457254530390287,-6.554621848739679,220.07887741316748,1.0302325581395348,0.177,39.23698101929968,11.049312815275552,30.234723817296416
2019-03-24 17:00:00+00:00,116.064,115.646,116.02799999999999,4602,116.02799999999999,0.002096518219483961,-0.062074803354690844,-0.26407480335469086,-0.012893242306169119,0.784046511627907,0.6363636363636364,0.18181818181818182,0.0,0.7272727272727273,0.38636363636363635,0.6363636363636364,88.55218855218844,0.2946302946873658,-2.5880661394680966,179.9702774108403,0.986046511627907,0.202,41.639888139898154,9.71202216197077,32.51614648726622
2019-03-25 17:00:00+00:00,116.19,115.794,115.896,5623,115.896,-0.0011383040500602807,-0.027733500026045743,-0.21573350002604574,-0.010302645105233895,0.7282790697674419,0.8333333333333333,0.5,0.16666666666666669,0.6666666666666667,0.5416666666666667,0.8333333333333333,82.54865034526092,0.3190585290877692,-19.38035596572149,142.04390105497347,0.9162790697674419,0.188,40.560404660155214,8.64459384194807,34.82663205213735
2019-03-26 17:00:00+00:00,116.412,115.88,116.22,9772,116.22,0.0027917094076091308,-0.0178491430952753,-0.2278491430952753,-0.013425108256583024,0.6969767441860465,0.8461538461538461,0.3076923076923077,0.0,0.6153846153846154,0.4423076923076923,0.6923076923076923,87.60021378941809,0.36040761838621904,-11.040828062104959,140.4363250555373,0.9069767441860465,0.21,40.720775905355005,7.458588057102493,37.27031876783094
2019-03-27 17:00:00+00:00,116.32600000000001,115.92,116.006,8306,116.006,-0.00184303274031093,0.02137573579205082,-0.1766242642079492,-0.00912176264728142,0.5694418604651164,0.8571428571428571,0.7142857142857143,0.35714285714285715,0.28571428571428575,0.5535714285714286,0.8571428571428571,77.50882501260755,0.3716251941227853,-25.280199252802223,103.14779720422715,0.7674418604651163,0.198,36.59450979714947,6.70280385528326,39.53945643240356
2019-03-28 17:00:00+00:00,116.084,115.71700000000001,115.82700000000001,6924,115.82700000000001,-0.0015442153237052773,0.06039224878887328,-0.12160775121112671,-0.0059477522092171355,0.3807906976744186,1.0,0.8666666666666667,0.4,0.0,0.5666666666666667,0.8666666666666667,70.98421541318567,0.3618996458352228,-36.42590286425844,61.72286242709257,0.5627906976744186,0.182,33.30882970508308,11.06735770616311,40.29522996530168
2019-03-29 17:00:00+00:00,115.87299999999999,115.764,115.834,1572,115.834,6.043313291506559e-05,0.04156118143459914,-0.14243881856540086,-0.00557974885463051,0.29972093023255814,0.875,0.6875,0.5,0.0,0.515625,0.6875,71.57502329916203,0.35071410634114386,-36.95652173913045,46.53513716648035,0.48372093023255813,0.184,32.37896987370604,10.758397845923056,40.99701967442137
2019-03-31 16:00:00+00:00,115.81200000000001,115.46,115.484,5072,115.484,-0.003026139488447082,0.13666718758139296,-0.013332812418607037,-0.0032543099370319407,0.19418604651162794,1.0,1.0,0.6470588235294117,0.0,0.6617647058823529,0.8823529411764706,60.033305578684356,0.3100335371495788,-59.60179833012268,2.443280977310251,0.34418604651162793,0.15,29.35125751596253,17.353094631730258,39.9036328048575
2019-04-01 16:00:00+00:00,115.64,115.406,115.609,3652,115.609,0.0010818156516283412,0.10134916914101161,-0.0606508308589884,-0.005061535066843584,0.1496279069767442,0.9444444444444444,0.8888888888888888,0.5,0.0,0.5833333333333333,0.8333333333333333,61.414790996784724,0.28459966057899067,-51.573538856776516,-11.636398577879412,0.3116279069767442,0.162,27.61156857266942,17.692353726642462,38.617289443903026
2019-04-02 16:00:00+00:00,115.641,115.375,115.43799999999999,4937,115.43799999999999,-0.001480218580829188,0.12984320466739596,-0.006156795332604048,-0.0031327804435373526,0.11748837209302326,0.9473684210526316,1.0,0.6842105263157895,0.0,0.6578947368421053,0.8421052631578948,58.9961389961387,0.24778850758973192,-62.55619781631449,-35.93049176805225,0.2534883720930233,0.136,25.74361978333055,17.283862528524043,37.263289347129096
2019-04-03 16:00:00+00:00,115.586,115.399,115.458,3444,115.458,0.0001732381682665756,0.10267750169297285,-0.03732249830702716,-0.0036020755273750834,0.07627906976744184,0.9,0.85,0.55,0.0,0.575,0.75,59.676175790285264,0.21771950159995868,-62.19035202086018,-52.119193040902665,0.21627906976744185,0.14,24.48933670724842,16.44175654493213,36.00600354298187
2019-04-04 16:00:00+00:00,115.524,115.28200000000001,115.48299999999999,5685,115.48299999999999,0.00021650551524113405,0.0930275563890191,-0.05497244361098089,-0.004221251274690621,0.005488372093023275,0.8095238095238095,0.8095238095238095,0.5238095238095238,0.0,0.5357142857142857,0.5714285714285715,59.31544146246601,0.19367433164671866,-65.23876404494466,-84.37389770723176,0.15348837209302327,0.148,22.932188682798323,18.470449878134794,34.2038932935692
2019-04-05 16:00:00+00:00,115.477,115.446,115.47,434,115.47,-0.00011257701795361576,0.17794967963744338,0.03594967963744339,-0.0035812430405120998,0.01381395348837211,1.0,1.0,0.5909090909090909,0.045454545454545456,0.6590909090909091,0.8636363636363636,52.4044943820225,0.17159137135121227,-81.7708333333339,-82.7343516022746,0.1558139534883721,0.142,22.694588792267865,18.279077962885157,32.53050520482886
2019-04-07 16:00:00+00:00,115.54799999999999,115.40799999999999,115.412,2280,115.412,-0.0005024211607666505,0.2516330676668229,0.11963306766682291,-0.0030399722173136204,0.028465116279069752,1.0,1.0,0.7391304347826088,0.08695652173913043,0.7065217391304348,0.9130434782608695,42.27390180878557,0.14770766888207731,-88.49557522123929,-77.79437922447973,0.16046511627906976,0.132,23.82964147291535,17.5386089813937,31.293140059032346
2019-04-08 16:00:00+00:00,115.564,115.361,115.51799999999999,3160,115.51799999999999,0.0009180271722555982,0.2381283533885503,0.0861283533885503,-0.004683036675693867,0.048000000000000015,0.9583333333333333,0.9583333333333333,0.41666666666666663,0.125,0.6145833333333333,0.75,43.21301474326339,0.1357679285557225,-79.11504424778967,-61.37327037648534,0.2,0.152,22.411940210375082,17.872609692367693,29.862784868858515
2019-04-09 16:00:00+00:00,115.67399999999999,115.44,115.61200000000001,4579,115.61200000000001,0.0008133951039039441,0.2730556857842371,0.1090556857842371,-0.005658530274586239,0.09879069767441859,1.0,0.96,0.32,0.2,0.62,0.76,38.55885588558885,0.13236479378659283,-70.79646017699119,-29.45541003094674,0.2627906976744186,0.164,24.103556421296346,16.643432166574836,29.0374721190306
2019-04-10 16:00:00+00:00,115.69,115.44,115.479,3583,115.479,-0.0011510618300565616,0.25826170755847266,0.11226170755847267,-0.004221849515207028,0.10516279069767445,0.9615384615384616,0.9615384615384616,0.5,0.23076923076923075,0.6634615384615385,0.8846153846153847,38.53765805387564,0.11758040279897841,-82.56637168141688,-35.93637020968761,0.25116279069767444,0.146,22.805413094876226,15.423024250695432,28.342741918583673
2019-04-11 16:00:00+00:00,115.48700000000001,115.13600000000001,115.191,4673,115.191,-0.002497075039226499,0.26110069281658593,0.14110069281658594,0.0008424860434142308,-0.05023255813953488,0.9629629629629629,1.0,1.0,0.0,0.7407407407407407,0.9259259259259259,21.14413909141885,0.08168288390213263,-95.37815126050481,-135.96273385408816,0.06976744186046512,0.12,20.529327266081598,22.52778278852186,26.649789391613467
2019-04-12 16:00:00+00:00,115.206,115.12,115.13600000000001,928,115.13600000000001,-0.00047758188180608755,0.20527165702974423,0.09327165702974423,0.003612333832899866,-0.08874418604651163,0.8214285714285714,0.8571428571428571,1.0,0.0,0.6696428571428571,0.8571428571428571,23.214285714285694,0.048239723696326564,-98.34024896265504,-190.9494795633361,0.023255813953488372,0.112,20.002567667747197,22.427119614683036,25.154396000420878
2019-04-14 16:00:00+00:00,115.193,115.066,115.184,2171,115.184,0.0004168113988791837,0.17491535135698288,0.05691535135698289,0.003277122692301246,-0.08776744186046512,0.7586206896551724,0.7931034482758621,0.9655172413793103,0.034482758620689655,0.6379310344827586,0.6896551724137931,28.466175485598697,0.025317136940245177,-85.37794299876124,-173.1757431808323,0.030232558139534883,0.118,19.218337562306807,23.21487821464419,24.030398080117653
2019-04-15 16:00:00+00:00,115.20700000000001,115.02799999999999,115.04299999999999,3583,115.04299999999999,-0.0012248782082800215,0.15260717820492783,0.04660717820492784,0.0058919637248389676,-0.04786046511627907,0.7333333333333333,0.7666666666666667,1.0,0.1,0.65,0.7,25.69145666871502,-0.004178532306724492,-98.08673469387753,-152.29292979082268,0.05813953488372093,0.106,18.13888785929002,23.10333883887542,23.17374829090185
2019-04-16 16:00:00+00:00,115.083,114.90299999999999,115.059,4285,115.059,0.00013906876103449603,0.0983278637287076,-0.009672136271292403,0.004223337248695834,-0.040558139534883714,0.5806451612903225,0.6774193548387096,0.967741935483871,0.12903225806451613,0.5887096774193548,0.5806451612903225,33.565351894818264,-0.02596370300099693,-80.17789072426878,-142.26399021750217,0.06744186046511629,0.108,17.09883079981689,25.760469441520062,22.962014330125836
2019-04-17 16:00:00+00:00,115.24700000000001,115.02,115.146,4910,115.146,0.0007558480844635766,0.09709069125384175,-0.016909308746158258,0.005800215752724258,0.05111627906976744,0.5625,0.625,0.96875,0.28125,0.609375,0.59375,31.55378486055794,-0.03579580308337427,-69.12325285895714,-77.28390192597438,0.16511627906976745,0.114,21.08307389473576,23.899364355111164,21.76907520783562
2019-04-18 16:00:00+00:00,115.19200000000001,115.15299999999999,115.177,399,115.177,0.0002691871865787917,0.06720320883471376,-0.04879679116528625,0.003566966229155257,0.09795348837209301,0.5151515151515151,0.5454545454545454,0.8787878787878788,0.33333333333333337,0.5681818181818182,0.48484848484848486,38.29596412556131,-0.04061815154584281,-65.1842439644202,-54.29119824513067,0.21395348837209302,0.116,20.755828269356286,23.528405050333834,20.661346022851852
2019-04-21 16:00:00+00:00,115.209,115.09200000000001,115.10799999999999,1728,115.10799999999999,-0.0005992574597989481,0.07633223941240819,-0.03366776058759181,0.0026340428475769883,0.09465116279069767,0.5294117647058824,0.6176470588235294,0.823529411764706,0.32352941176470584,0.5735294117647058,0.5,34.96563573883127,-0.049437733372045045,-73.95171537484158,-60.18393363547756,0.20465116279069767,0.11,19.909361404328834,24.695114350371657,19.951914953378317
2019-04-22 16:00:00+00:00,115.288,115.085,115.241,3356,115.241,0.0011547696302527768,0.044491326769807785,-0.07750867323019221,0.0016840838751434693,0.14544186046511626,0.42857142857142855,0.42857142857142855,0.8,0.45714285714285713,0.5285714285714286,0.34285714285714286,40.48742138364833,-0.04517458257065243,-57.05209656924963,-28.701594533039103,0.26744186046511625,0.122,21.255166730355917,22.946548009002157,18.800100030082927
2019-04-23 16:00:00+00:00,115.507,115.21700000000001,115.444,3843,115.444,0.0017599761787688369,-0.007587122987966849,-0.14558712298796686,-0.002556853165064175,0.362,0.33333333333333337,0.3055555555555556,0.6388888888888888,0.5555555555555556,0.4583333333333333,0.2777777777777778,49.11080711354324,-0.025125964904958664,-31.25794155018973,51.212570067679344,0.5,0.138,26.58543386368869,20.692464812458315,18.347559493039476
2019-04-24 16:00:00+00:00,115.491,115.382,115.429,3154,115.429,-0.0001299415697903443,-0.013473459394697102,-0.1474734593946971,-0.0009980899034241113,0.47065116279069763,0.32432432432432434,0.2972972972972973,0.7567567567567568,0.6216216216216216,0.5,0.32432432432432434,50.5990133897109,-0.010328603885895404,-33.16391359593312,71.77905097694207,0.6046511627906976,0.134,25.568774023285652,19.901159390036277,17.92734328007056
2019-04-25 16:00:00+00:00,115.64,115.32,115.595,5200,115.595,0.0014370803775243363,-0.003354690837109958,-0.16335469083710996,-0.0033771131381414438,0.6190697674418605,0.368421052631579,0.2894736842105263,0.4473684210526316,0.8157894736842105,0.48026315789473684,0.2894736842105263,52.6031102096014,0.014624640261644117,-12.071156289707512,104.97882271587885,0.7790697674418605,0.16,27.833216271102074,17.754564442892875,18.225978110970136
2019-04-26 16:00:00+00:00,115.601,115.539,115.586,795,115.586,-7.786106993696378e-05,0.05987133406261394,-0.09812866593738606,-0.0027042298767156886,0.7094418604651163,0.5128205128205129,0.4615384615384615,0.6153846153846154,0.8717948717948718,0.6153846153846154,0.6923076923076923,49.06743185078874,0.03329029148535767,-13.214739517153545,129.1209266142349,0.8674418604651163,0.158,27.22058994914689,17.363775487472775,18.50328188251974
2019-04-28 16:00:00+00:00,115.602,115.446,115.475,2276,115.475,-0.0009607853210948854,0.0496353596916185,-0.09436464030838149,-0.0012729559301558262,0.6187906976744186,0.475,0.475,0.75,0.775,0.61875,0.7,49.85422740524764,0.03868029980610288,-22.388059701493113,102.85747711387097,0.7627906976744186,0.144,25.688485574749386,19.7418971700352,18.116579789234684
2019-04-29 16:00:00+00:00,115.634,115.368,115.579,3644,115.579,0.0009002225196143038,-0.1568161691931031,-0.31281616919310307,-0.0019894230605938096,0.5602790697674418,0.0,0.0,0.6829268292682927,0.6585365853658537,0.3353658536585366,0.17073170731707318,66.32996632996553,0.050758735957032286,-8.276797829037491,91.06153171963479,0.7162790697674418,0.156,23.28215285172443,20.63942236657277,17.252319098032455
2019-04-30 16:00:00+00:00,115.743,115.556,115.712,3802,115.712,0.001150066493373441,-0.17869458769599417,-0.35269458769599416,-0.0032687564483042417,0.6608837209302325,0.0,0.0,0.4523809523809524,0.8333333333333333,0.3214285714285714,0.11904761904761905,72.74881516587565,0.07025313765981878,-3.6904761904751875,119.249979530008,0.8348837209302326,0.174,25.600376871969523,19.27262921376903,17.027257519667256
2019-05-01 16:00:00+00:00,115.939,115.25200000000001,115.29799999999999,8665,115.29799999999999,-0.003584264258860714,0.02119341563786009,-0.10280658436213991,0.0011753315048437338,0.38297674418604655,0.3953488372093023,0.46511627906976744,0.813953488372093,0.5116279069767442,0.5465116279069767,0.46511627906976744,53.49264705882307,0.05170028272429761,-61.872586872587306,51.85927490068466,0.5069767441860465,0.124,20.285523479979588,24.45821685533635,16.477150480009808
2019-05-02 16:00:00+00:00,115.455,115.088,115.33,5286,115.33,0.0002775031670514733,-0.08202583737042246,-0.20802583737042246,0.0016307591559085069,0.14609302325581397,0.18181818181818182,0.22727272727272727,0.8181818181818181,0.38636363636363635,0.40340909090909083,0.25,59.42219304005223,0.039128099709571984,-58.78378378378319,-27.467626462184395,0.27209302325581397,0.126,18.121183422958026,26.616465566316567,16.65657628220904
2019-05-03 16:00:00+00:00,115.37700000000001,115.314,115.369,538,115.369,0.0003381028992020884,-0.09859092566546857,-0.22859092566546857,0.00021026551203705268,0.16767441860465115,0.17777777777777778,0.13333333333333333,0.7555555555555555,0.4222222222222222,0.37222222222222223,0.2,60.02587322121561,0.031943305613026496,-62.02393906419968,-15.258205044727958,0.29767441860465116,0.13,17.770671903784315,26.10163286676645,16.823185955679758
2019-05-05 16:00:00+00:00,115.831,115.53399999999999,115.57700000000001,2690,115.57700000000001,0.0018012873679593166,-0.13133041621086627,-0.2853304162108663,-0.0036896060052003044,0.6297209302325582,0.08695652173913043,0.043478260869565216,0.32608695652173914,0.8043478260869565,0.31521739130434784,0.10869565217391304,62.92741451709625,0.042542759746936554,-42.38875878219917,105.57932349501667,0.7837209302325582,0.154,28.437802147517544,22.642783406810672,16.431876654338986
2019-05-06 16:00:00+00:00,115.714,115.48700000000001,115.675,2887,115.675,0.000847560288054485,-0.13093973016617177,-0.3009397301661718,-0.00459548725118196,0.5044186046511627,0.10638297872340426,0.0425531914893617,0.2553191489361702,0.5957446808510638,0.25,0.07446808510638298,64.35986159169468,0.058180021421677,-30.91334894613537,85.7940393369531,0.6744186046511628,0.17,26.574442400528504,22.515801902330182,15.848722105889223
2019-05-07 16:00:00+00:00,115.80799999999999,115.581,115.624,4101,115.624,-0.00044098764652251337,-0.12651195499296763,-0.29251195499296767,-0.003470714427199507,0.603767441860465,0.125,0.0625,0.39583333333333337,0.7291666666666667,0.328125,0.16666666666666669,65.03496503496476,0.06570004100819915,-36.88524590163911,103.99377748527048,0.7697674418604651,0.166,27.552281576593536,21.031712700987608,15.675329703878512
2019-05-08 16:00:00+00:00,115.89399999999999,115.50299999999999,115.785,3548,115.785,0.00139147592338595,-0.09892952023753715,-0.27592952023753714,-0.005690899603744329,0.6741627906976744,0.22448979591836735,0.12244897959183673,0.163265306122449,0.8571428571428571,0.34183673469387754,0.24489795918367346,65.5963302752289,0.08368638067274503,-18.0963572267916,125.38606893857457,0.8511627906976744,0.177,26.946824316230433,18.74038747845297,15.838678908082045
2019-05-09 16:00:00+00:00,115.865,115.613,115.838,5942,115.838,0.00045764022506393655,-0.03549512944730948,-0.22149512944730948,-0.005673941175320325,0.6767906976744187,0.34,0.28,0.18,0.86,0.41500000000000004,0.34,62.35884567126669,0.10105247151336982,-11.8683901292596,127.76710086128072,0.8627906976744186,0.186,25.052429848838415,17.422915484746433,15.990360311985325
2019-05-10 16:00:00+00:00,115.84,115.62899999999999,115.645,1111,115.645,-0.0016675094475284442,0.05905089336875552,-0.10894910663124449,-0.003175717938221829,0.45525581395348835,0.6078431372549019,0.5294117647058824,0.5098039215686274,0.5098039215686274,0.5392156862745098,0.5098039215686274,56.09480812641055,0.09811077662766365,-34.547591069329876,76.53683379957275,0.6232558139534884,0.168,23.558995315595396,16.384294328567393,16.131207329895513
2019-05-12 16:00:00+00:00,116.09899999999999,115.645,116.06700000000001,2593,116.06700000000001,0.003642456727086511,0.007571495546179086,-0.1984285044538209,-0.006271440749845776,0.7614418604651163,0.4615384615384615,0.3653846153846154,0.11538461538461538,0.923076923076923,0.46634615384615385,0.3846153846153846,61.637080867850024,0.1283517760576558,-3.1651829871397035,171.85465126594988,0.9674418604651163,0.206,27.623521717841644,14.395776411443206,17.227561606167182
2019-05-13 16:00:00+00:00,116.10600000000001,115.906,115.915,2445,115.915,-0.001310446687692072,0.08488826379121733,-0.10511173620878267,-0.0053898388967868124,0.7495348837209301,0.6981132075471699,0.5471698113207547,0.24528301886792453,0.9056603773584905,0.5990566037735849,0.6981132075471699,57.57715338553663,0.13845681235113716,-18.76227897838897,155.92002499219336,0.9395348837209302,0.19,26.310146926486134,13.612016475313993,18.26896579669363
2019-05-14 16:00:00+00:00,116.295,115.904,116.12299999999999,3029,116.12299999999999,0.001792810278594459,-0.003328645100797001,-0.211328645100797,-0.005874695165300941,0.7664186046511628,0.4444444444444444,0.2962962962962963,0.14814814814814814,0.9259259259259259,0.4537037037037037,0.35185185185185186,64.28571428571402,0.16138860075942318,-14.250207125104403,173.8044963358574,0.9744186046511628,0.208,28.575390097667075,12.212193581946334,19.829616997733496
2019-05-15 16:00:00+00:00,116.26899999999999,115.936,115.99,2100,115.99,-0.0011459936716663732,0.07702245142470177,-0.11897754857529824,-0.003073973181681389,0.6574883720930234,0.6909090909090909,0.5272727272727272,0.5636363636363637,0.7636363636363636,0.6363636363636364,0.8,58.94645189377442,0.16690622870596883,-25.26926263463172,126.73686038148278,0.8534883720930233,0.196,26.11246784051935,11.159620606432423,21.2787931129848
2019-05-16 16:00:00+00:00,116.23299999999999,115.95299999999999,116.024,2266,116.024,0.0002930857641641691,0.11627337604834087,-0.08372662395165914,-0.003582871569517923,0.5744186046511628,0.8035714285714286,0.625,0.4107142857142857,0.6071428571428572,0.6116071428571429,0.7142857142857143,57.097361237488506,0.17203934201216953,-22.452361226180532,104.19879471951597,0.7744186046511627,0.2,24.22200919520314,10.35169998465409,22.624456648575293
2019-05-17 16:00:00+00:00,116.09200000000001,115.975,116.03,494,116.03,5.17121015051193e-05,-0.03902432671771633,-0.24302432671771632,-0.0023845774659173574,0.43088372093023264,0.2982456140350877,0.1754385964912281,0.6666666666666667,0.456140350877193,0.3991228070175439,0.2631578947368421,70.44692737430198,0.17457908215791917,-21.95526097763039,78.12767780634522,0.6348837209302326,0.204,23.457788416372132,10.025096846130637,23.87400136019504
2019-05-19 16:00:00+00:00,116.085,115.882,115.97200000000001,1634,115.97200000000001,-0.0004999957001086405,-0.02274574152211284,-0.21474574152211284,-0.002161096808800802,0.30567441860465117,0.3620689655172413,0.29310344827586204,0.6896551724137931,0.3793103448275862,0.43103448275862066,0.32758620689655177,67.67621145374488,0.16995262122186716,-32.92558613659433,51.196132366423896,0.49767441860465117,0.192,22.151876007764614,12.017425154646032,24.28725272108333
2019-05-20 16:00:00+00:00,115.964,115.734,115.79700000000001,1848,115.79700000000001,-0.0015101245917870276,0.0346590613116633,-0.1453409386883367,-0.00182342535624969,0.11534883720930234,0.5254237288135593,0.4576271186440678,0.7457627118644068,0.2542372881355932,0.49576271186440674,0.423728813559322,60.96311475409874,0.15043100514694174,-61.63366336633601,-15.328355934785753,0.29534883720930233,0.18,20.697081364506968,15.312104835373352,23.620624110701534
2019-05-21 16:00:00+00:00,115.988,115.757,115.988,1519,115.988,0.0016480794118022312,0.039751002760848086,-0.15424899723915192,-0.0026946547993672194,0.16879069767441862,0.5333333333333333,0.41666666666666663,0.6166666666666667,0.35,0.47916666666666663,0.4,60.62015503875958,0.14865844548542384,-37.995049504951105,11.622743508056898,0.3627906976744186,0.194,20.03497246860916,14.328519157459482,23.119590317672895
2019-05-22 16:00:00+00:00,116.35600000000001,115.945,116.348,2899,116.348,0.003098962606802457,-0.0040709485857165495,-0.22207094858571655,-0.004602187642765279,0.6913023255813954,0.4098360655737705,0.2459016393442623,0.27868852459016397,0.8360655737704918,0.4426229508196722,0.3442622950819672,65.31634046426967,0.17429352329493497,-0.9378663540456698,140.7010014306176,0.9093023255813953,0.218,27.65194847503509,12.758221555381747,24.100789774175983
2019-05-23 16:00:00+00:00,116.469,116.219,116.274,2542,116.274,-0.0006362253139957076,0.01470802729593168,-0.1972919727040683,-0.00730579099548441,0.7484651162790698,0.46774193548387094,0.3870967741935484,0.0967741935483871,0.8870967741935484,0.4596774193548387,0.3870967741935484,64.63963963963997,0.18648860108535814,-20.18633540372583,166.85879435768842,0.9604651162790697,0.212,28.827340548578018,11.903658730137526,25.347153448599762
2019-05-24 16:00:00+00:00,116.29,116.219,116.29,189,116.29,0.0001375965327845348,0.04886701047038594,-0.16513298952961405,-0.00698189703192881,0.6255348837209302,0.5873015873015873,0.41269841269841273,0.1111111111111111,0.7142857142857143,0.4563492063492064,0.36507936507936506,62.16867469879556,0.19519427626491392,-20.91121495326974,119.98643837939535,0.8395348837209302,0.214,28.24863930779126,11.664695927952415,26.504491146278987
2019-05-26 16:00:00+00:00,116.33,116.228,116.29799999999999,148,116.29799999999999,6.87911672410053e-05,0.06543209876543205,-0.15056790123456795,-0.006603684536961669,0.5956279069767442,0.671875,0.453125,0.125,0.640625,0.47265625,0.421875,61.33004926108382,0.20042870238832222,-20.357142857143547,112.018603595932,0.8116279069767441,0.216,28.578995812414327,11.313324388654127,27.702791061488426
2019-05-27 16:00:00+00:00,116.51700000000001,116.24,116.486,4376,116.486,0.0016152316385483485,-0.015661301244986214,-0.23566130124498622,-0.006365135123195461,0.7125581395348838,0.35384615384615387,0.16923076923076924,0.13846153846153847,0.8615384615384616,0.3807692307692308,0.2153846153846154,70.76543209876587,0.21724281171704263,-3.5550458715602535,145.55276500971343,0.9325581395348838,0.22,31.730913425255835,10.397356255659428,29.341129456391776
