Date,Open,High,Low,Close,Volume,Price,Change In Price,Divergence Factor 1,Divergence Factor 2,Divergence Factor 3,Divergence Factor 4,DF Avg Rank,% Rank of DF Avgs,Divergence Factor 1 Rank,Divergence Factor 2 Rank,Divergence Factor 3 Rank,Divergence Factor 4 Rank,Momentum Factor 1,Momentum Factor 2,Momentum Factor 3,Momentum Factor 4,Momentum Factor 1 Rank,Momentum Factor 2 Rank,Momentum Factor 3 Rank,Momentum Factor 4 Rank,MF Avg Rank,% Rank of MF Avgs,RSI,MACD,WPCTR,CCI,CCI Percentile,PNL Percentile,pdi,mdi,adx
2019-03-24 17:00:00+00:00,6.609039999999999,6.6104199999999995,6.5872,6.5986199999999995,208513,6.5986199999999995,-0.0007301891089964566,0.1773896963067146,-0.020610303693285398,-0.005214744395006845,0.31827906976744186,1.0,1.0,1.0,1.0,1.0,1.0,-0.002352013943404785,0.6402127856988997,-8.42600422512722,17.973455055752034,1.0,1.0,1.0,1.0,1.0,1.0,36.85116145683942,0.003684239235745679,-38.25865658980519,3.1420339298099553,0.5162790697674419,0.198,20.539767845968044,26.007001076903997,24.592864630254727
2019-03-25 17:00:00+00:00,6.59863,6.6196399999999995,6.59002,6.613230000000001,252804,6.613230000000001,0.0022116518058083183,0.16862530603740167,-0.08137469396259833,-0.00415428110684345,0.4593023255813954,0.5,0.0,0.0,0.0,1.0,1.0,-0.0010675163659339404,-0.4470194654415707,28.594196784326066,74.80459624117162,1.0,0.0,1.0,1.0,0.75,0.0,40.3898213318897,0.00480404854015859,-26.991594046424975,56.11256515222759,0.7093023255813954,0.25,21.30717364696039,24.122017243886546,23.278810878597803
2019-03-26 17:00:00+00:00,6.61325,6.6412,6.60962,6.62948,309679,6.62948,0.0024541816827756673,0.11464551752878055,-0.18535448247121944,-0.004010772433412718,0.7046511627906977,0.5,0.5,0.0,0.0,1.0,1.0,-0.006042254544656345,3.095203196582922,60.00470625147126,73.05248677120943,0.0,1.0,1.0,0.5,0.625,0.0,46.52573529411772,0.006922941316662268,-10.706810497504481,159.43517940485876,1.0046511627906978,0.3,24.915255140403005,22.268801610550454,22.01666635954996
2019-03-27 17:00:00+00:00,6.62948,6.657439999999999,6.626639999999999,6.648560000000001,302832,6.648560000000001,0.002873920116594152,-0.002364952857217273,-0.36036495285721726,-0.008281506045872208,0.6931627906976744,0.16666666666666669,0.0,0.0,0.0,0.0,0.6666666666666667,-0.009647622011807577,-7.552305969780633,93.44880695970356,103.1200741213144,0.0,0.0,1.0,1.0,0.5,0.0,64.79132569558095,0.010026199858748086,-6.394009216588927,207.29035042561162,1.0511627906976744,0.358,26.991916977043008,20.606039449988025,21.40235341109326
2019-03-28 17:00:00+00:00,6.648569999999999,6.65896,6.63762,6.650519999999999,267658,6.650519999999999,0.00029475723346113127,0.0005782153461478257,-0.36742178465385217,0.00023384184474199845,0.659906976744186,0.4375,0.25,0.25,0.0,1.0,0.5,-0.012652766072831945,-4.806256766852506,113.55503028334498,101.30034944635831,0.0,0.25,1.0,0.75,0.5,0.25,68.00617154078122,0.012499622364841478,-6.011396011396782,169.95481140714534,1.027906976744186,0.368,25.94335365919646,19.51858755218609,20.883055741355886
2019-03-29 17:00:00+00:00,6.6505399999999995,6.65768,6.64934,6.655,37164,6.655,0.0006734047476983779,0.02795228421107465,-0.35204771578892535,-0.0031233650352116807,0.5897674418604651,0.5,0.7,0.4,0.4,0.8,0.4,-0.01406371636482806,7.088115389426896,120.15026296018135,117.47558226897156,0.0,1.0,1.0,1.0,0.75,0.8,67.88680839082086,0.014652422079132421,-2.8205128205129424,141.91796417793745,0.9697674418604652,0.38,25.379641591310627,19.094476487140604,20.40085076231404
2019-03-31 16:00:00+00:00,6.64722,6.66028,6.6346,6.65965,213349,6.65965,0.0006984787717365335,-0.006558316403604714,-0.4145583164036047,-0.0029332999622251996,0.4826976744186047,0.29166666666666663,0.16666666666666669,0.0,0.0,0.8333333333333333,0.33333333333333337,-0.01518279461223404,-6.207303374895552,129.18096296351916,148.8666821829966,0.0,0.16666666666666669,1.0,1.0,0.5416666666666667,0.33333333333333337,73.86919985385504,0.016543049523900066,-0.44453852667240273,109.58501490921184,0.8906976744186047,0.408,23.673894731147772,21.668878520464126,19.259497785501612
2019-04-01 16:00:00+00:00,6.659660000000001,6.6748899999999995,6.656960000000001,6.67334,218288,6.67334,0.002053553600653333,0.0022972339428035116,-0.4497027660571965,-0.004992275063609397,0.4712558139534883,0.25,0.14285714285714288,0.42857142857142855,0.0,0.28571428571428575,0.28571428571428575,-0.015273094725018588,3.820172659739754,89.4604500894609,165.4943401654938,0.0,0.8571428571428571,0.42857142857142855,1.0,0.5714285714285714,0.42857142857142855,78.65953947368466,0.018927865333630223,-0.9914923559137363,120.78265037576814,0.9232558139534883,0.452,26.454815113033458,20.626501972049933,18.768051393090015
2019-04-02 16:00:00+00:00,6.67334,6.673719999999999,6.63208,6.6401699999999995,235672,6.6401699999999995,-0.004982918649219966,0.08534406417669427,-0.24065593582330574,-0.005264430838972025,0.43679069767441864,0.375,0.375,0.625,0.625,0.125,0.125,-0.012939362964664802,13.249926288147847,55.31484886682175,124.83114137137909,0.375,1.0,0.25,0.75,0.59375,0.5,65.28267546354226,0.01793456871352017,-22.209428772468602,66.04376998808397,0.7627906976744186,0.326,23.61382540971893,24.828010727803157,17.606510635870055
2019-04-03 16:00:00+00:00,6.64018,6.66063,6.63582,6.655539999999999,204900,6.655539999999999,0.002312024983493418,0.022691045475855598,-0.3613089545241444,-0.008152655940923523,0.3462325581395349,0.25,0.2222222222222222,0.4444444444444444,0.33333333333333337,0.1111111111111111,0.1111111111111111,-0.011330435084446755,0.9471320205849523,85.52273744880185,144.120537176547,0.5555555555555556,0.5555555555555556,0.4444444444444444,0.7777777777777777,0.5833333333333333,0.4444444444444444,72.40209167779261,0.018178059182510253,-12.377662636730152,61.80104687463261,0.7302325581395349,0.384,22.091554551620636,23.227467125074096,16.527937075594377
2019-04-04 16:00:00+00:00,6.6555100000000005,6.6594,6.63662,6.65534,192369,6.65534,-3.0050605221409974e-05,0.023693806323904776,-0.35830619367609523,-0.007144855519284629,0.32032558139534884,0.325,0.4,0.5,0.5,0.2,0.1,-0.011733235918072182,-5.500783108359336,63.27249997746051,135.68052120552827,0.5,0.2,0.4,0.7,0.45,0.0,72.31547354379752,0.01814571628291528,-12.505597134267115,54.09521085746779,0.7023255813953488,0.382,20.767741972121275,21.83558620975729,15.52640448390982
2019-04-05 16:00:00+00:00,6.65532,6.65955,6.65366,6.65625,28599,6.65625,0.00013672296118152024,0.013353649007657453,-0.37464635099234256,-0.008501128874381576,0.36083720930232555,0.20454545454545453,0.09090909090909091,0.36363636363636365,0.18181818181818182,0.0,0.2727272727272727,-0.01238975240119089,-5.700460210289457,40.217840375586796,105.02910798122087,0.45454545454545453,0.18181818181818182,0.18181818181818182,0.45454545454545453,0.3181818181818182,0.0,73.02825929435384,0.01798618020735976,-15.056542810985185,64.22122684655186,0.7488372093023256,0.388,20.46869927635485,21.477222031643727,14.589114196140459
2019-04-07 16:00:00+00:00,6.655469999999999,6.65835,6.62122,6.62896,148856,6.62896,-0.004108333761272581,0.1587669948429442,-0.13723300515705578,-0.005119771932001506,0.1644651162790698,0.5416666666666666,0.9166666666666667,0.8333333333333333,0.8333333333333333,0.5,0.0,-0.009207481812168794,0.9572668314731487,-29.56723226569553,38.58825517124815,0.75,0.6666666666666667,0.0,0.08333333333333334,0.375,0.08333333333333334,54.59563234941233,0.015479236783977335,-52.37769414984569,-12.078584005187501,0.4604651162790698,0.296,18.41674810715156,28.08272748032166,15.031840814128325
